id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_usaha,jumlah_umkm,satuan,tahun
596,32,JAWA BARAT,3213,KABUPATEN SUBANG,KONVEKSI,4,UNIT,2020
597,32,JAWA BARAT,3213,KABUPATEN SUBANG,KULINER,34,UNIT,2020
598,32,JAWA BARAT,3213,KABUPATEN SUBANG,MAKANAN,62,UNIT,2020
599,32,JAWA BARAT,3213,KABUPATEN SUBANG,MINUMAN,7,UNIT,2020
600,32,JAWA BARAT,3213,KABUPATEN SUBANG,OBAT-OBATAN,1,UNIT,2020
601,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,AGRIBISNIS,18,UNIT,2020
602,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,AKSESORIS,0,UNIT,2020
603,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BATIK,0,UNIT,2020
604,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BORDIR,0,UNIT,2020
605,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,CRAFT,7,UNIT,2020
606,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,DEKORASI,0,UNIT,2020
607,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MEBEL,0,UNIT,2020
608,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FASHION,4,UNIT,2020
609,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,INDUSTRI,8,UNIT,2020
610,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,JASA,21,UNIT,2020
611,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KONVEKSI,1,UNIT,2020
612,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KULINER,31,UNIT,2020
613,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MAKANAN,15,UNIT,2020
614,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MINUMAN,17,UNIT,2020
615,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,OBAT-OBATAN,0,UNIT,2020
616,32,JAWA BARAT,3215,KABUPATEN KARAWANG,AGRIBISNIS,1,UNIT,2020
617,32,JAWA BARAT,3215,KABUPATEN KARAWANG,AKSESORIS,1,UNIT,2020
618,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BATIK,1,UNIT,2020
619,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BORDIR,0,UNIT,2020
620,32,JAWA BARAT,3215,KABUPATEN KARAWANG,CRAFT,14,UNIT,2020
621,32,JAWA BARAT,3215,KABUPATEN KARAWANG,DEKORASI,0,UNIT,2020
622,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MEBEL,0,UNIT,2020
623,32,JAWA BARAT,3215,KABUPATEN KARAWANG,FASHION,7,UNIT,2020
624,32,JAWA BARAT,3215,KABUPATEN KARAWANG,INDUSTRI,3,UNIT,2020
625,32,JAWA BARAT,3215,KABUPATEN KARAWANG,JASA,6,UNIT,2020
626,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KONVEKSI,9,UNIT,2020
627,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KULINER,44,UNIT,2020
628,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MAKANAN,80,UNIT,2020
629,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MINUMAN,18,UNIT,2020
630,32,JAWA BARAT,3215,KABUPATEN KARAWANG,OBAT-OBATAN,1,UNIT,2020
631,32,JAWA BARAT,3216,KABUPATEN BEKASI,AGRIBISNIS,5,UNIT,2020
632,32,JAWA BARAT,3216,KABUPATEN BEKASI,AKSESORIS,1,UNIT,2020
633,32,JAWA BARAT,3216,KABUPATEN BEKASI,BATIK,3,UNIT,2020
634,32,JAWA BARAT,3216,KABUPATEN BEKASI,BORDIR,1,UNIT,2020
635,32,JAWA BARAT,3216,KABUPATEN BEKASI,CRAFT,15,UNIT,2020
636,32,JAWA BARAT,3216,KABUPATEN BEKASI,DEKORASI,0,UNIT,2020
637,32,JAWA BARAT,3216,KABUPATEN BEKASI,MEBEL,0,UNIT,2020
638,32,JAWA BARAT,3216,KABUPATEN BEKASI,FASHION,15,UNIT,2020
639,32,JAWA BARAT,3216,KABUPATEN BEKASI,INDUSTRI,1,UNIT,2020
640,32,JAWA BARAT,3216,KABUPATEN BEKASI,JASA,2,UNIT,2020
641,32,JAWA BARAT,3216,KABUPATEN BEKASI,KONVEKSI,3,UNIT,2020
642,32,JAWA BARAT,3216,KABUPATEN BEKASI,KULINER,68,UNIT,2020
643,32,JAWA BARAT,3216,KABUPATEN BEKASI,MAKANAN,60,UNIT,2020
644,32,JAWA BARAT,3216,KABUPATEN BEKASI,MINUMAN,9,UNIT,2020
645,32,JAWA BARAT,3216,KABUPATEN BEKASI,OBAT-OBATAN,0,UNIT,2020
646,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AGRIBISNIS,7,UNIT,2020
647,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AKSESORIS,0,UNIT,2020
648,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BATIK,0,UNIT,2020
649,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BORDIR,0,UNIT,2020
650,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CRAFT,30,UNIT,2020
651,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DEKORASI,0,UNIT,2020
652,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MEBEL,0,UNIT,2020
653,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASHION,47,UNIT,2020
654,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,INDUSTRI,2,UNIT,2020
655,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,JASA,18,UNIT,2020
656,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KONVEKSI,3,UNIT,2020
657,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KULINER,73,UNIT,2020
658,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MAKANAN,52,UNIT,2020
659,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MINUMAN,8,UNIT,2020
660,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,OBAT-OBATAN,0,UNIT,2020
661,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AGRIBISNIS,0,UNIT,2020
662,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AKSESORIS,0,UNIT,2020
663,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BATIK,0,UNIT,2020
664,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BORDIR,0,UNIT,2020
665,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CRAFT,23,UNIT,2020
666,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DEKORASI,0,UNIT,2020
667,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MEBEL,0,UNIT,2020
668,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASHION,13,UNIT,2020
669,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,INDUSTRI,4,UNIT,2020
670,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,JASA,2,UNIT,2020
671,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KONVEKSI,3,UNIT,2020
672,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KULINER,60,UNIT,2020
673,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MAKANAN,54,UNIT,2020
674,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MINUMAN,5,UNIT,2020
675,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,OBAT-OBATAN,1,UNIT,2020
676,32,JAWA BARAT,3271,KOTA BOGOR,AGRIBISNIS,0,UNIT,2020
677,32,JAWA BARAT,3271,KOTA BOGOR,AKSESORIS,0,UNIT,2020
678,32,JAWA BARAT,3271,KOTA BOGOR,BATIK,2,UNIT,2020
679,32,JAWA BARAT,3271,KOTA BOGOR,BORDIR,0,UNIT,2020
680,32,JAWA BARAT,3271,KOTA BOGOR,CRAFT,13,UNIT,2020
681,32,JAWA BARAT,3271,KOTA BOGOR,DEKORASI,1,UNIT,2020
682,32,JAWA BARAT,3271,KOTA BOGOR,MEBEL,0,UNIT,2020
683,32,JAWA BARAT,3271,KOTA BOGOR,FASHION,8,UNIT,2020
684,32,JAWA BARAT,3271,KOTA BOGOR,INDUSTRI,8,UNIT,2020
685,32,JAWA BARAT,3271,KOTA BOGOR,JASA,3,UNIT,2020
686,32,JAWA BARAT,3271,KOTA BOGOR,KONVEKSI,51,UNIT,2020
687,32,JAWA BARAT,3271,KOTA BOGOR,KULINER,3,UNIT,2020
688,32,JAWA BARAT,3271,KOTA BOGOR,MAKANAN,43,UNIT,2020
689,32,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,6,UNIT,2020
690,32,JAWA BARAT,3271,KOTA BOGOR,OBAT-OBATAN,0,UNIT,2020
691,32,JAWA BARAT,3272,KOTA SUKABUMI,AGRIBISNIS,5,UNIT,2020
692,32,JAWA BARAT,3272,KOTA SUKABUMI,AKSESORIS,1,UNIT,2020
693,32,JAWA BARAT,3272,KOTA SUKABUMI,BATIK,0,UNIT,2020
694,32,JAWA BARAT,3272,KOTA SUKABUMI,BORDIR,0,UNIT,2020
695,32,JAWA BARAT,3272,KOTA SUKABUMI,CRAFT,18,UNIT,2020
696,32,JAWA BARAT,3272,KOTA SUKABUMI,DEKORASI,0,UNIT,2020
697,32,JAWA BARAT,3272,KOTA SUKABUMI,MEBEL,0,UNIT,2020
698,32,JAWA BARAT,3272,KOTA SUKABUMI,FASHION,8,UNIT,2020
699,32,JAWA BARAT,3272,KOTA SUKABUMI,INDUSTRI,5,UNIT,2020
700,32,JAWA BARAT,3272,KOTA SUKABUMI,JASA,7,UNIT,2020
701,32,JAWA BARAT,3272,KOTA SUKABUMI,KONVEKSI,3,UNIT,2020
702,32,JAWA BARAT,3272,KOTA SUKABUMI,KULINER,28,UNIT,2020
703,32,JAWA BARAT,3272,KOTA SUKABUMI,MAKANAN,82,UNIT,2020
704,32,JAWA BARAT,3272,KOTA SUKABUMI,MINUMAN,10,UNIT,2020
705,32,JAWA BARAT,3272,KOTA SUKABUMI,OBAT-OBATAN,0,UNIT,2020
706,32,JAWA BARAT,3273,KOTA BANDUNG,AGRIBISNIS,0,UNIT,2020
707,32,JAWA BARAT,3273,KOTA BANDUNG,AKSESORIS,1,UNIT,2020
708,32,JAWA BARAT,3273,KOTA BANDUNG,BATIK,0,UNIT,2020
709,32,JAWA BARAT,3273,KOTA BANDUNG,BORDIR,0,UNIT,2020
710,32,JAWA BARAT,3273,KOTA BANDUNG,CRAFT,39,UNIT,2020
711,32,JAWA BARAT,3273,KOTA BANDUNG,DEKORASI,1,UNIT,2020
712,32,JAWA BARAT,3273,KOTA BANDUNG,MEBEL,0,UNIT,2020
713,32,JAWA BARAT,3273,KOTA BANDUNG,FASHION,146,UNIT,2020
714,32,JAWA BARAT,3273,KOTA BANDUNG,INDUSTRI,6,UNIT,2020
715,32,JAWA BARAT,3273,KOTA BANDUNG,JASA,15,UNIT,2020
716,32,JAWA BARAT,3273,KOTA BANDUNG,KONVEKSI,4,UNIT,2020
717,32,JAWA BARAT,3273,KOTA BANDUNG,KULINER,201,UNIT,2020
718,32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,5,UNIT,2020
719,32,JAWA BARAT,3273,KOTA BANDUNG,MINUMAN,3,UNIT,2020
720,32,JAWA BARAT,3273,KOTA BANDUNG,OBAT-OBATAN,1,UNIT,2020
721,32,JAWA BARAT,3274,KOTA CIREBON,AGRIBISNIS,1,UNIT,2020
722,32,JAWA BARAT,3274,KOTA CIREBON,AKSESORIS,0,UNIT,2020
723,32,JAWA BARAT,3274,KOTA CIREBON,BATIK,2,UNIT,2020
724,32,JAWA BARAT,3274,KOTA CIREBON,BORDIR,0,UNIT,2020
725,32,JAWA BARAT,3274,KOTA CIREBON,CRAFT,12,UNIT,2020
726,32,JAWA BARAT,3274,KOTA CIREBON,DEKORASI,0,UNIT,2020
727,32,JAWA BARAT,3274,KOTA CIREBON,MEBEL,2,UNIT,2020
728,32,JAWA BARAT,3274,KOTA CIREBON,FASHION,12,UNIT,2020
729,32,JAWA BARAT,3274,KOTA CIREBON,INDUSTRI,10,UNIT,2020
730,32,JAWA BARAT,3274,KOTA CIREBON,JASA,6,UNIT,2020
731,32,JAWA BARAT,3274,KOTA CIREBON,KONVEKSI,1,UNIT,2020
732,32,JAWA BARAT,3274,KOTA CIREBON,KULINER,2,UNIT,2020
733,32,JAWA BARAT,3274,KOTA CIREBON,MAKANAN,148,UNIT,2020
734,32,JAWA BARAT,3274,KOTA CIREBON,MINUMAN,13,UNIT,2020
735,32,JAWA BARAT,3274,KOTA CIREBON,OBAT-OBATAN,1,UNIT,2020
736,32,JAWA BARAT,3275,KOTA BEKASI,AGRIBISNIS,4,UNIT,2020
737,32,JAWA BARAT,3275,KOTA BEKASI,AKSESORIS,3,UNIT,2020
738,32,JAWA BARAT,3275,KOTA BEKASI,BATIK,2,UNIT,2020
739,32,JAWA BARAT,3275,KOTA BEKASI,BORDIR,0,UNIT,2020
740,32,JAWA BARAT,3275,KOTA BEKASI,CRAFT,11,UNIT,2020
741,32,JAWA BARAT,3275,KOTA BEKASI,DEKORASI,0,UNIT,2020
742,32,JAWA BARAT,3275,KOTA BEKASI,MEBEL,0,UNIT,2020
743,32,JAWA BARAT,3275,KOTA BEKASI,FASHION,12,UNIT,2020
744,32,JAWA BARAT,3275,KOTA BEKASI,INDUSTRI,2,UNIT,2020
745,32,JAWA BARAT,3275,KOTA BEKASI,JASA,13,UNIT,2020
746,32,JAWA BARAT,3275,KOTA BEKASI,KONVEKSI,6,UNIT,2020
747,32,JAWA BARAT,3275,KOTA BEKASI,KULINER,19,UNIT,2020
748,32,JAWA BARAT,3275,KOTA BEKASI,MAKANAN,45,UNIT,2020
749,32,JAWA BARAT,3275,KOTA BEKASI,MINUMAN,9,UNIT,2020
750,32,JAWA BARAT,3275,KOTA BEKASI,OBAT-OBATAN,0,UNIT,2020
751,32,JAWA BARAT,3276,KOTA DEPOK,AGRIBISNIS,0,UNIT,2020
752,32,JAWA BARAT,3276,KOTA DEPOK,AKSESORIS,0,UNIT,2020
753,32,JAWA BARAT,3276,KOTA DEPOK,BATIK,0,UNIT,2020
754,32,JAWA BARAT,3276,KOTA DEPOK,BORDIR,0,UNIT,2020
755,32,JAWA BARAT,3276,KOTA DEPOK,CRAFT,11,UNIT,2020
756,32,JAWA BARAT,3276,KOTA DEPOK,DEKORASI,0,UNIT,2020
757,32,JAWA BARAT,3276,KOTA DEPOK,MEBEL,0,UNIT,2020
758,32,JAWA BARAT,3276,KOTA DEPOK,FASHION,8,UNIT,2020
759,32,JAWA BARAT,3276,KOTA DEPOK,INDUSTRI,4,UNIT,2020
760,32,JAWA BARAT,3276,KOTA DEPOK,JASA,1,UNIT,2020
761,32,JAWA BARAT,3276,KOTA DEPOK,KONVEKSI,0,UNIT,2020
762,32,JAWA BARAT,3276,KOTA DEPOK,KULINER,101,UNIT,2020
763,32,JAWA BARAT,3276,KOTA DEPOK,MAKANAN,21,UNIT,2020
764,32,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,1,UNIT,2020
765,32,JAWA BARAT,3276,KOTA DEPOK,OBAT-OBATAN,0,UNIT,2020
766,32,JAWA BARAT,3277,KOTA CIMAHI,AGRIBISNIS,0,UNIT,2020
767,32,JAWA BARAT,3277,KOTA CIMAHI,AKSESORIS,0,UNIT,2020
768,32,JAWA BARAT,3277,KOTA CIMAHI,BATIK,0,UNIT,2020
769,32,JAWA BARAT,3277,KOTA CIMAHI,BORDIR,0,UNIT,2020
770,32,JAWA BARAT,3277,KOTA CIMAHI,CRAFT,18,UNIT,2020
771,32,JAWA BARAT,3277,KOTA CIMAHI,DEKORASI,0,UNIT,2020
772,32,JAWA BARAT,3277,KOTA CIMAHI,MEBEL,0,UNIT,2020
773,32,JAWA BARAT,3277,KOTA CIMAHI,FASHION,42,UNIT,2020
774,32,JAWA BARAT,3277,KOTA CIMAHI,INDUSTRI,0,UNIT,2020
775,32,JAWA BARAT,3277,KOTA CIMAHI,JASA,0,UNIT,2020
776,32,JAWA BARAT,3277,KOTA CIMAHI,KONVEKSI,0,UNIT,2020
777,32,JAWA BARAT,3277,KOTA CIMAHI,KULINER,55,UNIT,2020
778,32,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN,68,UNIT,2020
779,32,JAWA BARAT,3277,KOTA CIMAHI,MINUMAN,0,UNIT,2020
780,32,JAWA BARAT,3277,KOTA CIMAHI,OBAT-OBATAN,1,UNIT,2020
781,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AGRIBISNIS,2,UNIT,2020
782,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AKSESORIS,0,UNIT,2020
783,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BATIK,0,UNIT,2020
784,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BORDIR,0,UNIT,2020
785,32,JAWA BARAT,3278,KOTA TASIKMALAYA,CRAFT,22,UNIT,2020
786,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DEKORASI,0,UNIT,2020
787,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MEBEL,0,UNIT,2020
788,32,JAWA BARAT,3278,KOTA TASIKMALAYA,FASHION,22,UNIT,2020
789,32,JAWA BARAT,3278,KOTA TASIKMALAYA,INDUSTRI,2,UNIT,2020
790,32,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA,1,UNIT,2020
791,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KONVEKSI,36,UNIT,2020
792,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KULINER,40,UNIT,2020
793,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN,55,UNIT,2020
794,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MINUMAN,9,UNIT,2020
795,32,JAWA BARAT,3278,KOTA TASIKMALAYA,OBAT-OBATAN,2,UNIT,2020
796,32,JAWA BARAT,3279,KOTA BANJAR,AGRIBISNIS,2,UNIT,2020
797,32,JAWA BARAT,3279,KOTA BANJAR,AKSESORIS,0,UNIT,2020
798,32,JAWA BARAT,3279,KOTA BANJAR,BATIK,0,UNIT,2020
799,32,JAWA BARAT,3279,KOTA BANJAR,BORDIR,1,UNIT,2020
800,32,JAWA BARAT,3279,KOTA BANJAR,CRAFT,8,UNIT,2020
801,32,JAWA BARAT,3279,KOTA BANJAR,DEKORASI,1,UNIT,2020
802,32,JAWA BARAT,3279,KOTA BANJAR,MEBEL,3,UNIT,2020
803,32,JAWA BARAT,3279,KOTA BANJAR,FASHION,6,UNIT,2020
804,32,JAWA BARAT,3279,KOTA BANJAR,INDUSTRI,8,UNIT,2020
805,32,JAWA BARAT,3279,KOTA BANJAR,JASA,12,UNIT,2020
806,32,JAWA BARAT,3279,KOTA BANJAR,KONVEKSI,4,UNIT,2020
807,32,JAWA BARAT,3279,KOTA BANJAR,KULINER,48,UNIT,2020
808,32,JAWA BARAT,3279,KOTA BANJAR,MAKANAN,36,UNIT,2020
809,32,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,10,UNIT,2020
810,32,JAWA BARAT,3279,KOTA BANJAR,OBAT-OBATAN,1,UNIT,2020
811,32,JAWA BARAT,3201,KABUPATEN BOGOR,AGRIBISNIS,0,UNIT,2021
812,32,JAWA BARAT,3201,KABUPATEN BOGOR,AKSESORIS,2,UNIT,2021
813,32,JAWA BARAT,3201,KABUPATEN BOGOR,BATIK,0,UNIT,2021
814,32,JAWA BARAT,3201,KABUPATEN BOGOR,BORDIR,0,UNIT,2021
815,32,JAWA BARAT,3201,KABUPATEN BOGOR,CRAFT,11,UNIT,2021
816,32,JAWA BARAT,3201,KABUPATEN BOGOR,DEKORASI,0,UNIT,2021
817,32,JAWA BARAT,3201,KABUPATEN BOGOR,MEBEL,1,UNIT,2021
818,32,JAWA BARAT,3201,KABUPATEN BOGOR,FASHION,15,UNIT,2021
819,32,JAWA BARAT,3201,KABUPATEN BOGOR,INDUSTRI,3,UNIT,2021
820,32,JAWA BARAT,3201,KABUPATEN BOGOR,JASA,5,UNIT,2021
821,32,JAWA BARAT,3201,KABUPATEN BOGOR,KONVEKSI,0,UNIT,2021
822,32,JAWA BARAT,3201,KABUPATEN BOGOR,KULINER,2,UNIT,2021
823,32,JAWA BARAT,3201,KABUPATEN BOGOR,MAKANAN,90,UNIT,2021
824,32,JAWA BARAT,3201,KABUPATEN BOGOR,MINUMAN,15,UNIT,2021
825,32,JAWA BARAT,3201,KABUPATEN BOGOR,OBAT-OBATAN,0,UNIT,2021
826,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AGRIBISNIS,4,UNIT,2021
827,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AKSESORIS,1,UNIT,2021
828,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BATIK,0,UNIT,2021
829,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BORDIR,0,UNIT,2021
830,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,CRAFT,15,UNIT,2021
831,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,DEKORASI,0,UNIT,2021
832,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MEBEL,0,UNIT,2021
833,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,FASHION,26,UNIT,2021
834,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,INDUSTRI,17,UNIT,2021
835,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,JASA,0,UNIT,2021
836,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KONVEKSI,0,UNIT,2021
837,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KULINER,6,UNIT,2021
838,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MAKANAN,68,UNIT,2021
839,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MINUMAN,7,UNIT,2021
840,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,OBAT-OBATAN,0,UNIT,2021
841,32,JAWA BARAT,3203,KABUPATEN CIANJUR,AGRIBISNIS,3,UNIT,2021
842,32,JAWA BARAT,3203,KABUPATEN CIANJUR,AKSESORIS,1,UNIT,2021
843,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BATIK,2,UNIT,2021
844,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BORDIR,0,UNIT,2021
845,32,JAWA BARAT,3203,KABUPATEN CIANJUR,CRAFT,17,UNIT,2021
846,32,JAWA BARAT,3203,KABUPATEN CIANJUR,DEKORASI,0,UNIT,2021
847,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MEBEL,0,UNIT,2021
848,32,JAWA BARAT,3203,KABUPATEN CIANJUR,FASHION,15,UNIT,2021
849,32,JAWA BARAT,3203,KABUPATEN CIANJUR,INDUSTRI,0,UNIT,2021
850,32,JAWA BARAT,3203,KABUPATEN CIANJUR,JASA,6,UNIT,2021
851,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KONVEKSI,0,UNIT,2021
852,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KULINER,15,UNIT,2021
853,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MAKANAN,70,UNIT,2021
854,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MINUMAN,15,UNIT,2021
855,32,JAWA BARAT,3203,KABUPATEN CIANJUR,OBAT-OBATAN,0,UNIT,2021
856,32,JAWA BARAT,3204,KABUPATEN BANDUNG,AGRIBISNIS,1,UNIT,2021
857,32,JAWA BARAT,3204,KABUPATEN BANDUNG,AKSESORIS,0,UNIT,2021
858,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BATIK,0,UNIT,2021
859,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BORDIR,0,UNIT,2021
860,32,JAWA BARAT,3204,KABUPATEN BANDUNG,CRAFT,9,UNIT,2021
861,32,JAWA BARAT,3204,KABUPATEN BANDUNG,DEKORASI,0,UNIT,2021
862,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MEBEL,0,UNIT,2021
863,32,JAWA BARAT,3204,KABUPATEN BANDUNG,FASHION,16,UNIT,2021
864,32,JAWA BARAT,3204,KABUPATEN BANDUNG,INDUSTRI,1,UNIT,2021
865,32,JAWA BARAT,3204,KABUPATEN BANDUNG,JASA,2,UNIT,2021
866,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KONVEKSI,0,UNIT,2021
867,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KULINER,1,UNIT,2021
868,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MAKANAN,108,UNIT,2021
869,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MINUMAN,6,UNIT,2021
870,32,JAWA BARAT,3204,KABUPATEN BANDUNG,OBAT-OBATAN,0,UNIT,2021
871,32,JAWA BARAT,3205,KABUPATEN GARUT,AGRIBISNIS,2,UNIT,2021
872,32,JAWA BARAT,3205,KABUPATEN GARUT,AKSESORIS,2,UNIT,2021
873,32,JAWA BARAT,3205,KABUPATEN GARUT,BATIK,1,UNIT,2021
874,32,JAWA BARAT,3205,KABUPATEN GARUT,BORDIR,0,UNIT,2021
875,32,JAWA BARAT,3205,KABUPATEN GARUT,CRAFT,2,UNIT,2021
876,32,JAWA BARAT,3205,KABUPATEN GARUT,DEKORASI,0,UNIT,2021
877,32,JAWA BARAT,3205,KABUPATEN GARUT,MEBEL,1,UNIT,2021
878,32,JAWA BARAT,3205,KABUPATEN GARUT,FASHION,29,UNIT,2021
879,32,JAWA BARAT,3205,KABUPATEN GARUT,INDUSTRI,3,UNIT,2021
880,32,JAWA BARAT,3205,KABUPATEN GARUT,JASA,8,UNIT,2021
881,32,JAWA BARAT,3205,KABUPATEN GARUT,KONVEKSI,0,UNIT,2021
882,32,JAWA BARAT,3205,KABUPATEN GARUT,KULINER,35,UNIT,2021
883,32,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN,54,UNIT,2021
884,32,JAWA BARAT,3205,KABUPATEN GARUT,MINUMAN,6,UNIT,2021
885,32,JAWA BARAT,3205,KABUPATEN GARUT,OBAT-OBATAN,0,UNIT,2021
886,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AGRIBISNIS,5,UNIT,2021
887,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AKSESORIS,0,UNIT,2021
888,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BATIK,0,UNIT,2021
889,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BORDIR,0,UNIT,2021
890,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CRAFT,15,UNIT,2021
891,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,DEKORASI,0,UNIT,2021
892,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MEBEL,0,UNIT,2021
893,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASHION,14,UNIT,2021
894,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,INDUSTRI,2,UNIT,2021
895,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,JASA,1,UNIT,2021
896,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KONVEKSI,0,UNIT,2021
897,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KULINER,29,UNIT,2021
898,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MAKANAN,44,UNIT,2021
